"id_parcel","surf_parc","code_cultu","source","id","type"
"10123124",1.24,"VRC","IGN","commune.13166","vineyard"
"3483747",0.61,"VRC","IGN","commune.12923","vineyard"
"3483745",0.89,"VRC","IGN","commune.12923","vineyard"
"3483746",0.69,"VRC","IGN","commune.12923","vineyard"
"3483748",1.48,"VRC","IGN","commune.12923","vineyard"
"3450731",6.43,"SPL","IGN","commune.13121","SPL"
"3450732",2.24,"SPH","IGN","commune.13121","perennial"
"3450910",0.74,"SPH","IGN","commune.13121","perennial"
"3450911",0.25,"SPL","IGN","commune.13121","SPL"
"3450595",9.74,"SPL","IGN","commune.13121","SPL"
"3450595",9.74,"SPL","IGN","commune.13268","SPL"
"3450596",14.72,"SPH","IGN","commune.13121","perennial"
"3450596",14.72,"SPH","IGN","commune.13268","perennial"
"3450912",0.56,"SPH","IGN","commune.13121","perennial"
"3450738",2.34,"SPH","IGN","commune.12963","perennial"
"3450738",2.34,"SPH","IGN","commune.13121","perennial"
"3450739",0.53,"SPH","IGN","commune.13121","perennial"
"3450908",0.54,"SPL","IGN","commune.13121","SPL"
"3450926",5.05,"SPH","IGN","commune.13121","perennial"
"3450926",5.05,"SPH","IGN","commune.13268","perennial"
"3450591",3.36,"SPH","IGN","commune.13121","perennial"
"3450592",0.75,"SPL","IGN","commune.13121","SPL"
"3450927",0.77,"SPL","IGN","commune.13121","SPL"
"3450590",4.04,"SPH","IGN","commune.13121","perennial"
"3450920",1.32,"SPH","IGN","commune.13121","perennial"
"3450925",6.03,"CEE","IGN","commune.13121","notirrigated"
"3450921",0.6,"SPH","IGN","commune.13121","perennial"
"3450924",5.99,"SPH","IGN","commune.13121","perennial"
"3450922",2.85,"SPH","IGN","commune.13121","perennial"
"3450923",1.6,"SPH","IGN","commune.13121","perennial"
"3450734",1.15,"SPH","IGN","commune.13121","perennial"
"3450735",3.65,"SPH","IGN","commune.13121","perennial"
"3450733",3.12,"SPL","IGN","commune.13121","SPL"
"3450919",0.78,"SPL","IGN","commune.13121","SPL"
"3450917",6.74,"SPH","IGN","commune.13121","perennial"
"3450916",2.18,"SPL","IGN","commune.13121","SPL"
"3450918",2.27,"SPH","IGN","commune.13121","perennial"
"3450914",8.58,"SPH","IGN","commune.13121","perennial"
"3442018",0.27,"VRC","IGN","commune.13012","vineyard"
"3442017",0.2,"J5M","IGN","commune.13012","semiperennial"
"3442021",0.26,"VRC","IGN","commune.13012","vineyard"
"3442882",0.29,"VRC","IGN","commune.13012","vineyard"
"3442880",0.06,"J5M","IGN","commune.13012","semiperennial"
"3442881",0.25,"VRC","IGN","commune.13012","vineyard"
"3442020",0.63,"J5M","IGN","commune.13012","semiperennial"
"3442023",0.58,"J5M","IGN","commune.13012","semiperennial"
"3442022",0.16,"J5M","IGN","commune.13012","semiperennial"
"3442019",0.7,"J5M","IGN","commune.13012","semiperennial"
"10131744",1.92,"VRC","IGN","commune.13146","vineyard"
"3546588",0.74,"VRC","IGN","commune.13161","vineyard"
"3521762",1.64,"VRC","IGN","commune.12947","vineyard"
"3521762",1.64,"VRC","IGN","commune.13161","vineyard"
"10131745",4.21,"VRC","IGN","commune.12947","vineyard"
"10131745",4.21,"VRC","IGN","commune.13161","vineyard"
"3556008",0.55,"VRC","IGN","commune.13161","vineyard"
"10129988",1.52,"VRC","IGN","commune.12954","vineyard"
"3441872",0.6,"VRC","IGN","commune.12954","vineyard"
"3441870",0.95,"VRC","IGN","commune.12954","vineyard"
"3441871",0.33,"VRC","IGN","commune.12954","vineyard"
"3441869",1.01,"VRC","IGN","commune.12954","vineyard"
"3441868",0.29,"OLI","IGN","commune.12954","olivetree"
"3441864",0.46,"VRN","IGN","commune.12954","vineyard"
"3441865",0.38,"VRC","IGN","commune.12954","vineyard"
"3441866",0.95,"VRC","IGN","commune.12954","vineyard"
"3441873",1.09,"VRN","IGN","commune.12954","vineyard"
"3441867",0.39,"VRC","IGN","commune.12954","vineyard"
"3458759",2.61,"VRN","IGN","commune.12947","vineyard"
"3497555",0.06,"SPH","IGN","commune.13227","perennial"
"3497493",0.41,"SPL","IGN","commune.13227","SPL"
"3497552",0.56,"SPL","IGN","commune.13227","SPL"
"3497495",5.38,"SPL","IGN","commune.13227","SPL"
"3497491",28.7,"SPL","IGN","commune.13227","SPL"
"3497496",0.9,"SPH","IGN","commune.13227","perennial"
"3497551",1.49,"SPL","IGN","commune.13227","SPL"
"3497494",0.48,"SPL","IGN","commune.13227","SPL"
"3497429",0.43,"SPL","IGN","commune.13227","SPL"
"3497428",37.22,"SPL","IGN","commune.13227","SPL"
"3497427",3.31,"SPH","IGN","commune.13227","perennial"
"3497558",1.76,"SPH","IGN","commune.13227","perennial"
"3497486",8.88,"SPL","IGN","commune.13227","SPL"
"3497485",1.79,"SPH","IGN","commune.13227","perennial"
"3497430",0.61,"SPH","IGN","commune.13227","perennial"
"3497487",0.75,"SPL","IGN","commune.13227","SPL"
"3497488",1.08,"SPL","IGN","commune.13227","SPL"
"3497431",0.87,"SPH","IGN","commune.13227","perennial"
"3497489",19.48,"SPL","IGN","commune.13227","SPL"
"3497490",12.99,"SPH","IGN","commune.13227","perennial"
"3486272",2.86,"VRC","IGN","commune.13184","vineyard"
"3486271",0.61,"PTR","IGN","commune.13184","semiperennial"
"3440022",0.42,"OLI","IGN","commune.13212","olivetree"
"3440021",0.15,"OLI","IGN","commune.12955","olivetree"
"3440020",0.09,"OLI","IGN","commune.12955","olivetree"
"10140085",29.49,"SPL","IGN","commune.13012","SPL"
"10140085",29.49,"SPL","IGN","commune.13013","SPL"
"10140087",1.46,"SPH","IGN","commune.13013","perennial"
"10140086",0.09,"PTR","IGN","commune.13013","semiperennial"
"10140088",0.6,"SPH","IGN","commune.13013","perennial"
"10140089",0.73,"SPH","IGN","commune.13013","perennial"
"10140090",3.42,"SPH","IGN","commune.13013","perennial"
"10140091",14.17,"SPH","IGN","commune.13013","perennial"
"10140092",90.2,"SPL","IGN","commune.13013","SPL"
"10140093",1.86,"SPH","IGN","commune.13013","perennial"
"10140094",0.84,"SPH","IGN","commune.13013","perennial"
"10140095",0.66,"PTR","IGN","commune.13013","semiperennial"
"10140096",0.73,"SPH","IGN","commune.13013","perennial"
"10140097",0.99,"SPH","IGN","commune.13013","perennial"
"10140098",0.8,"PTR","IGN","commune.13013","semiperennial"
"10140099",1.08,"PTR","IGN","commune.13013","semiperennial"
"3469975",0.38,"VRC","IGN","commune.12922","vineyard"
"10135218",0.5,"VRC","IGN","commune.13154","vineyard"
"3488725",0.33,"VRC","IGN","commune.13154","vineyard"
"3488730",0.21,"VRC","IGN","commune.13150","vineyard"
"3488730",0.21,"VRC","IGN","commune.13154","vineyard"
"3488729",0.42,"VRC","IGN","commune.13154","vineyard"
"3488727",0.35,"VRC","IGN","commune.13150","vineyard"
"3488731",0.7,"VRC","IGN","commune.13150","vineyard"
"3488731",0.7,"VRC","IGN","commune.13156","vineyard"
"3488724",0.26,"VRN","IGN","commune.13150","vineyard"
"10135452",0.93,"VRC","IGN","commune.13154","vineyard"
"3488728",0.25,"VRC","IGN","commune.13150","vineyard"
"3488728",0.25,"VRC","IGN","commune.13156","vineyard"
"10135455",0.46,"VRC","IGN","commune.13156","vineyard"
"10124000",0.63,"VRC","IGN","commune.13109","vineyard"
"10124032",0.34,"VRC","IGN","commune.13109","vineyard"
"10123999",0.24,"VRC","IGN","commune.13109","vineyard"
"10124031",0.55,"VRC","IGN","commune.13109","vineyard"
"3470389",0.72,"VRC","IGN","commune.13109","vineyard"
"3470395",0.43,"VRG","IGN","commune.13109","orchard"
"10124078",2.05,"AVH","IGN","commune.13109","othercereal"
"3470478",2.53,"VRC","IGN","commune.13109","vineyard"
"3470477",2.3,"VRC","IGN","commune.13109","vineyard"
"3470392",0.7,"ORH","IGN","commune.13109","barley"
"3470391",0.59,"ORH","IGN","commune.13109","barley"
"3470396",1.26,"BTH","IGN","commune.13109","wheat"
"10124094",2.82,"AVH","IGN","commune.13109","othercereal"
"3470488",2.3,"VRC","IGN","commune.13109","vineyard"
"3470497",0.57,"VRC","IGN","commune.13109","vineyard"
"3470579",0.09,"VRC","IGN","commune.13109","vineyard"
"3470496",0.75,"RVI","IGN","commune.13109","semiperennial"
"3470394",0.3,"VRC","IGN","commune.13109","vineyard"
"3470393",0.67,"VRC","IGN","commune.13109","vineyard"
"3470581",0.38,"AVH","IGN","commune.13109","othercereal"
"3470495",1.32,"VRC","IGN","commune.13109","vineyard"
"3470381",1.36,"VRC","IGN","commune.13109","vineyard"
"3470378",1.23,"VRC","IGN","commune.13109","vineyard"
"3470390",0.65,"AVH","IGN","commune.13109","othercereal"
"3470379",0.51,"ORH","IGN","commune.13109","barley"
"3470380",0.99,"ORH","IGN","commune.13109","barley"
"3456057",1.33,"VRC","IGN","commune.13187","vineyard"
"3456063",0.58,"VRC","IGN","commune.13187","vineyard"
"3456062",1.04,"RVI","IGN","commune.13187","semiperennial"
"3456064",1.4,"VRC","IGN","commune.13187","vineyard"
"3456054",1.25,"VRC","IGN","commune.13150","vineyard"
"3456065",0.9,"VRC","IGN","commune.13150","vineyard"
"3456058",0.82,"VRC","IGN","commune.13150","vineyard"
"3456059",1.48,"VRC","IGN","commune.13150","vineyard"
"3456056",0.24,"VRC","IGN","commune.13150","vineyard"
"3456050",1.45,"VRC","IGN","commune.13150","vineyard"
"3456066",1.96,"RVI","IGN","commune.13150","semiperennial"
"3456061",0.83,"RVI","IGN","commune.13150","semiperennial"
"3456060",0.49,"RVI","IGN","commune.13150","semiperennial"
"3456055",0.99,"VRC","IGN","commune.13150","vineyard"
"3456053",1.38,"VRC","IGN","commune.13150","vineyard"
"3468655",0.95,"VRC","IGN","commune.12969","vineyard"
"3468654",0.34,"VRC","IGN","commune.12969","vineyard"
"3444479",2.79,"OLI","IGN","commune.13096","olivetree"
"3468742",0.31,"VRC","IGN","commune.12969","vineyard"
"3468656",1.64,"VRC","IGN","commune.13120","vineyard"
"3468741",1.25,"VRN","IGN","commune.12969","vineyard"
"3468741",1.25,"VRN","IGN","commune.13120","vineyard"
"3468740",0.9,"VRC","IGN","commune.12969","vineyard"
"3468657",3.28,"VRC","IGN","commune.13120","vineyard"
"3468738",1.68,"VRC","IGN","commune.13120","vineyard"
"3468658",1.18,"VRC","IGN","commune.12969","vineyard"
"3434217",0.54,"VRC","IGN","commune.13286","vineyard"
"3434220",0.57,"VRC","IGN","commune.13154","vineyard"
"3434222",0.36,"VRC","IGN","commune.13154","vineyard"
"3434213",0.42,"VRC","IGN","commune.13154","vineyard"
"3434219",1.24,"VRC","IGN","commune.13154","vineyard"
"3434216",0.29,"VRN","IGN","commune.13154","vineyard"
"3434215",0.02,"OLI","IGN","commune.13154","olivetree"
"3434218",0.19,"VRC","IGN","commune.13154","vineyard"
"3502230",0.35,"VRC","IGN","commune.13154","vineyard"
"3467587",2.72,"OLI","IGN","commune.12955","olivetree"
"3467583",0.75,"VRG","IGN","commune.12955","orchard"
"3467582",0.84,"VRG","IGN","commune.12955","orchard"
"3467581",1.22,"VRG","IGN","commune.12955","orchard"
"3467584",0.1,"VRG","IGN","commune.12955","orchard"
"3467585",1.03,"VRG","IGN","commune.12955","orchard"
"3467586",1.17,"VRG","IGN","commune.12955","orchard"
"3439710",0.53,"OLI","IGN","commune.13184","olivetree"
"3439709",0.59,"OLI","IGN","commune.13184","olivetree"
"3456052",1,"VRC","IGN","commune.13150","vineyard"
"3456070",0.57,"VRC","IGN","commune.13150","vineyard"
"3456068",1.11,"VRC","IGN","commune.13041","vineyard"
"3456147",0.31,"VRC","IGN","commune.13041","vineyard"
"10118094",1.09,"VRC","IGN","commune.13041","vineyard"
"3456051",0.38,"VRC","IGN","commune.13150","vineyard"
"3452648",1.32,"SPL","IGN","commune.13121","SPL"
"10126212",19.02,"SPL","IGN","commune.13121","SPL"
"10126212",19.02,"SPL","IGN","commune.13268","SPL"
"3452649",0.71,"SPL","IGN","commune.13268","SPL"
"3452602",0.63,"SPH","IGN","commune.13268","perennial"
"3452603",0.86,"SPH","IGN","commune.13268","perennial"
"3452712",33.22,"SPL","IGN","commune.13268","SPL"
"3452713",6.7,"SPL","IGN","commune.13268","SPL"
"3452652",2.32,"SPL","IGN","commune.13268","SPL"
"3452657",5.36,"SPL","IGN","commune.13121","SPL"
"3452655",5.84,"SPL","IGN","commune.13268","SPL"
"3452656",0.38,"SPL","IGN","commune.13121","SPL"
"3452661",2.6,"SPL","IGN","commune.13121","SPL"
"3452660",4.43,"SPL","IGN","commune.13121","SPL"
"3452724",8.28,"SPL","IGN","commune.13121","SPL"
"3452724",8.28,"SPL","IGN","commune.13268","SPL"
"3452725",1.83,"SPL","IGN","commune.13121","SPL"
"3452725",1.83,"SPL","IGN","commune.13268","SPL"
"3452726",3.69,"SPL","IGN","commune.13268","SPL"
"3452722",8.52,"SPL","IGN","commune.13268","SPL"
"3452723",15.95,"SPL","IGN","commune.13121","SPL"
"3452723",15.95,"SPL","IGN","commune.13268","SPL"
"3452727",2.43,"SPL","IGN","commune.13121","SPL"
"3452770",5.26,"SPL","IGN","commune.13121","SPL"
"3452770",5.26,"SPL","IGN","commune.13268","SPL"
"3452721",24.79,"SPL","IGN","commune.13121","SPL"
"3452721",24.79,"SPL","IGN","commune.13268","SPL"
"3452659",0.48,"SPH","IGN","commune.13268","perennial"
"3452651",1.12,"SPH","IGN","commune.13268","perennial"
"3452771",0.66,"SPH","IGN","commune.13268","perennial"
"3452718",0.91,"SPH","IGN","commune.13268","perennial"
"3452717",0.21,"SPH","IGN","commune.13268","perennial"
"3452658",2.12,"SPH","IGN","commune.13268","perennial"
"3452719",0.22,"SPH","IGN","commune.13268","perennial"
"3452720",0.98,"SPH","IGN","commune.13268","perennial"
"3452716",2.08,"SPH","IGN","commune.13268","perennial"
"3452772",0.76,"SPH","IGN","commune.13121","perennial"
"3452714",2.52,"PPH","IGN","commune.13268","perennial"
"10127340",0.97,"J5M","IGN","commune.13013","semiperennial"
"10127347",1.55,"BDH","IGN","commune.13013","wheat"
"3438504",2.57,"SOG","IGN","commune.13013","othercereal"
"3438513",1.56,"J5M","IGN","commune.13013","semiperennial"
"3438516",1.18,"BDH","IGN","commune.13013","wheat"
"3438515",1.37,"BDH","IGN","commune.13013","wheat"
"3438520",2.09,"BDH","IGN","commune.13013","wheat"
"3438506",0.46,"VRC","IGN","commune.13013","vineyard"
"3438507",1.45,"BDH","IGN","commune.13013","wheat"
"3438505",0.75,"J5M","IGN","commune.13013","semiperennial"
"3438503",3.17,"BDH","IGN","commune.13012","wheat"
"3438514",0.95,"BDH","IGN","commune.13012","wheat"
"3440032",3.79,"J5M","IGN","commune.13012","semiperennial"
"3441659",2.11,"VRC","IGN","commune.13041","vineyard"
"3441658",0.11,"FLP","IGN","commune.13041","FLP"
"3441653",0.77,"VRC","IGN","commune.13041","vineyard"
"3441657",0.29,"VRC","IGN","commune.13041","vineyard"
"3441656",1.09,"VRC","IGN","commune.13041","vineyard"
"3441651",1.22,"VRC","IGN","commune.13041","vineyard"
"3441652",0.29,"VRC","IGN","commune.13041","vineyard"
"3442110",0.37,"VRC","IGN","commune.13041","vineyard"
"3441648",0.44,"PTR","IGN","commune.13041","semiperennial"
"3441647",1.36,"VRC","IGN","commune.13041","vineyard"
"3441646",1.16,"VRC","IGN","commune.13041","vineyard"
"3441660",0.31,"VRC","IGN","commune.13041","vineyard"
"10123826",0.43,"VRC","IGN","commune.12920","vineyard"
"3441662",0.73,"VRC","IGN","commune.13041","vineyard"
"3438519",1.81,"SOG","IGN","commune.13012","othercereal"
"3440025",2.09,"OLI","IGN","commune.13013","olivetree"
"3438517",1.43,"J5M","IGN","commune.13013","semiperennial"
"3440030",1.41,"J5M","IGN","commune.13154","semiperennial"
"3438518",1.18,"BDH","IGN","commune.13012","wheat"
"3438508",0.76,"BDH","IGN","commune.13012","wheat"
"3440027",2.97,"SOG","IGN","commune.13013","othercereal"
"3531241",1.36,"J5M","IGN","commune.13150","semiperennial"
"3440026",0.35,"J5M","IGN","commune.13154","semiperennial"
"3438511",0.28,"J5M","IGN","commune.13013","semiperennial"
"3530120",0.31,"J5M","IGN","commune.13013","semiperennial"
"3512600",1.53,"J5M","IGN","commune.13150","semiperennial"
"3512600",1.53,"J5M","IGN","commune.13156","semiperennial"
"3438510",0.62,"J5M","IGN","commune.13154","semiperennial"
"10127351",0.55,"OLI","IGN","commune.13013","olivetree"
"3440033",1.68,"BDH","IGN","commune.13013","wheat"
"3438522",0.31,"ORH","IGN","commune.13013","barley"
"10127339",0.16,"VRC","IGN","commune.13013","vineyard"
"10127338",0.64,"J5M","IGN","commune.13013","semiperennial"
"3441655",0.25,"VRC","IGN","commune.13041","vineyard"
"3441661",0.36,"J5M","IGN","commune.13041","semiperennial"
"3441650",1.06,"J5M","IGN","commune.13041","semiperennial"
"3441654",0.25,"VRC","IGN","commune.13041","vineyard"
"3488053",1.24,"VRC","IGN","commune.13144","vineyard"
"3488051",0.73,"VRC","IGN","commune.13144","vineyard"
"10115439",0.67,"VRC","IGN","commune.13144","vineyard"
"3488055",0.93,"VRC","IGN","commune.13144","vineyard"
"3488050",0.84,"VRC","IGN","commune.13144","vineyard"
"3488049",0.36,"VRC","IGN","commune.13144","vineyard"
"3488058",0.74,"VRC","IGN","commune.13144","vineyard"
"3487965",1,"VRC","IGN","commune.13028","vineyard"
"3488057",0.66,"VRC","IGN","commune.13144","vineyard"
"10115357",0.43,"VRC","IGN","commune.13144","vineyard"
"3488062",0.91,"VRC","IGN","commune.12923","vineyard"
"3488062",0.91,"VRC","IGN","commune.13144","vineyard"
"3488054",0.57,"VRC","IGN","commune.13144","vineyard"
"3488056",0.33,"VRC","IGN","commune.13144","vineyard"
"3488046",0.49,"VRC","IGN","commune.13144","vineyard"
"3487964",0.11,"VRC","IGN","commune.13144","vineyard"
"3488059",0.44,"VRC","IGN","commune.13144","vineyard"
"3488047",2.51,"VRC","IGN","commune.13144","vineyard"
"3479691",2.47,"VRC","IGN","commune.13265","vineyard"
"3479692",1.58,"VRC","IGN","commune.13265","vineyard"
"3479690",2.87,"VRC","IGN","commune.13003","vineyard"
"3479689",0.25,"VRC","IGN","commune.13003","vineyard"
"3479688",0.77,"VRC","IGN","commune.13003","vineyard"
"3479693",0.44,"VRC","IGN","commune.13003","vineyard"
"3548605",1.12,"VRN","IGN","commune.13265","vineyard"
"3479687",1.47,"VRC","IGN","commune.13265","vineyard"
"3479686",1.72,"VRC","IGN","commune.13265","vineyard"
"3474711",57,"SPH","IGN","commune.13227","perennial"
"3474630",1.82,"SPH","IGN","commune.13227","perennial"
"3474626",91.44,"SPH","IGN","commune.13227","perennial"
"3474550",0.49,"SPL","IGN","commune.13227","SPL"
"3474713",1.61,"SPL","IGN","commune.13227","SPL"
"3474704",0.51,"SPL","IGN","commune.13227","SPL"
"3474627",1.1,"SPL","IGN","commune.13227","SPL"
"3474631",0.58,"SPL","IGN","commune.13227","SPL"
"3474710",3.48,"SPL","IGN","commune.13227","SPL"
"3474790",1,"SPL","IGN","commune.13227","SPL"
"3474788",2.08,"SPL","IGN","commune.13227","SPL"
"3474635",0.78,"PPH","IGN","commune.13227","perennial"
"3474703",1.09,"SPL","IGN","commune.13227","SPL"
"3474702",0.07,"SPL","IGN","commune.13227","SPL"
"3474632",0.26,"SPL","IGN","commune.13227","SPL"
"3446021",1.05,"VRC","IGN","commune.13041","vineyard"
"3446030",0.6,"VRC","IGN","commune.13041","vineyard"
"3446029",0.46,"VRC","IGN","commune.13041","vineyard"
"3446025",1.06,"VRC","IGN","commune.13052","vineyard"
"3446033",2.15,"VRC","IGN","commune.13052","vineyard"
